AQS_Code,siteID,CAMS,TCEQRegion,Region,Name,Address,Latitude,Longitude,Active,Deactive,Owner
483491051,48_349_1051,1051,DALLAS/FORT WORTH,4,Corsicana Airport,Corsicana Airport,32.0319335,-96.3991408,16-Jun-09,,TCEQ
483495014,48_349_5014,5014,DALLAS/FORT WORTH,4,Corsicana KCRS,C David Campbell Field-Corsicana Municipal Airport,32.028056,-96.400556,1-Aug-05,,National Weather Service
483550025,48_355_0025,4,CORPUS CHRISTI,14,Corpus Christi West,Corpus Christi State School (Airport Rd) 902 AIRPORT BLVD,27.7653399,-97.4342619,1-Jan-81,,TCEQ
483550026,48_355_0026,21,CORPUS CHRISTI,14,Corpus Christi Tuloso,9860 La Branch,27.8324089,-97.5553798,1-Jan-84,,TCEQ
483550029,48_355_0029,"0168, 0170, 0195 ",CORPUS CHRISTI,14,Corpus Christi Hillcrest,1802 Nueces Bay Blvd (Citgo Refinery Co),27.8075444,-97.419258,1-Nov-94,,TCEQ
483550032,48_355_0032,"0098, 0149, 0155 ",CORPUS CHRISTI,14,Corpus Christi Huisache,3810 Huisache Street,27.8045054,-97.4315816,6-Aug-97,,TCEQ
483550034,48_355_0034,"0199, 0635 ",CORPUS CHRISTI,14,Dona Park,5707 Up River Rd,27.8118166,-97.4657031,31-Jan-01,,TCEQ
483550035,48_355_0035,634,CORPUS CHRISTI,14,Oak Park,842 Erwin Street,27.798889,-97.433889,2-Dec-04,,UTCEER
483550036,48_355_0036,629,CORPUS CHRISTI,14,Port Grain Elevator,2001B East Navigation Blvd,27.8175,-97.4197222,1-Dec-04,,UTCEER
483550037,48_355_0037,630,CORPUS CHRISTI,14,J.I Hailey,2702B East Navigation Blvd,27.8244444,-97.4325,30-Nov-04,,UTCEER
483550039,48_355_0039,632,CORPUS CHRISTI,14,FHR Easement,8401B Up River Road,27.8272222,-97.5288889,29-Nov-04,,UTCEER
483550041,48_355_0041,633,CORPUS CHRISTI,14,Solar Estates,9122 Leopard St,27.8291667,-97.5436111,1-Dec-04,,UTCEER
483550083,48_355_0083,83,CORPUS CHRISTI,14,Corpus Christi Palm,1511 Palm Drive,27.8028877,-97.4198783,18-May-10,,TCEQ
483550660,48_355_0660,660,CORPUS CHRISTI,14,Holly Road,4801 Holly Road,27.703056,-97.3875,18-Jan-06,,City of Corpus Christi
483550664,48_355_0664,664,CORPUS CHRISTI,14,Violet,3515 FM 1694,27.757778,-97.619444,12-Jan-06,,City of Corpus Christi
483551024,48_355_1024,1024,CORPUS CHRISTI,14,Williams Park,2518 Dempsey Rd,27.8038056,-97.4137626,8-Aug-05,,TCEQ
483611001,48_361_1001,"0009, 0141 ",BEAUMONT,10,West Orange,2700 Austin Ave,30.0852629,-93.7613411,1-Jan-74,,TCEQ
483611100,48_361_1100,"0311, 0642, 0665 ",BEAUMONT,10,SETRPC 42 Mauriceville,Intersection of TX Hwys 62 & 12,30.1945576,-93.8672365,1-Jan-99,,South East Texas Regional Planning Commission
483631502,48_363_1502,1502,DALLAS/FORT WORTH,4,Mineral Wells 23rd Street,2000 NE 23rd Street,32.818671,-98.091641,21-Aug-13,,North Texas Commission
483670081,48_367_0081,76,DALLAS/FORT WORTH,4,Parker County,3033 New Authon Rd,32.8687727,-97.9059308,26-Jul-00,,TCEQ
483671506,48_367_1506,1506,DALLAS/FORT WORTH,4,Weatherford Highway 180,2253 Fort Worth Hwy,32.758655,-97.730285,13-Oct-13,,North Texas Commission
483750024,48_375_0024,,AMARILLO,1,Amarillo SH 136,7100 State Highway 136,35.2802728,-101.7156402,25-Apr-10,,TCEQ
483750320,48_375_0320,320,AMARILLO,1,Amarillo A&M,6500 Amarillo Blvd West,35.2015922,-101.9092746,12-Apr-05,,TCEQ
483751025,48_375_1025,1025,AMARILLO,1,Amarillo 24th Avenue,4205 NE 24th Avenue,35.236736,-101.787405,16-Oct-13,,TCEQ
483970001,48_397_0001,69,DALLAS/FORT WORTH,4,Rockwall Heath,100 E Heath St,32.936523,-96.4592108,8-Aug-00,,TCEQ
484090659,48_409_0659,659,CORPUS CHRISTI,14,Aransas Pass,527 Ransom Rd,27.886667,-97.148611,22-Jan-06,,City of Corpus Christi
484090685,48_409_0685,685,CORPUS CHRISTI,14,Ingleside,San Patricio Municipal Water off Hwy 361,27.901667,-97.249167,29-Jun-07,,City of Corpus Christi
484090686,48_409_0686,686,CORPUS CHRISTI,14,Odem-SEP,San Patricio Municipal Water NW of Corpus,27.924722,-97.538056,11-Dec-06,,City of Corpus Christi
484090687,48_409_0687,687,CORPUS CHRISTI,14,Taft-SEP,San Patricio Municipal Water Dist Pumping Station,27.923333,-97.408611,7-May-07,,City of Corpus Christi
484230007,48_423_0007,82,TYLER,5,Tyler Airport Relocated,14790 County Road 1145,32.3440079,-95.4157515,25-May-00,,TCEQ
484390075,48_439_0075,75,DALLAS/FORT WORTH,4,Eagle Mountain Lake,14290 Morris Dido Newark Rd,32.9878908,-97.4771754,6-Jun-00,,TCEQ
484391002,48_439_1002,13,DALLAS/FORT WORTH,4,Fort Worth Northwest,3317 Ross Ave,32.8058183,-97.3565675,1-Jan-75,,TCEQ
484391006,48_439_1006,310,DALLAS/FORT WORTH,4,Haws Athletic Center,600 1/2 Congress St,32.7591432,-97.3423337,1-Apr-01,,TCEQ
484391009,48_439_1009,1009,DALLAS/FORT WORTH,4,Everman Johnson Park,633 Everman Parkway,32.621136,-97.290353,28-Jun-11,,North Texas Commission
484391018,48_439_1018,1018,DALLAS/FORT WORTH,4,Arlington UT Campus,1101 S. Pecan St.,32.726111,-97.108333,20-Sep-12,,North Texas Commission
484391053,48_439_1053,1053,DALLAS/FORT WORTH,4,Fort Worth California Parkway North,1198 California Parkway North,32.664722,-97.338056,12-Mar-15,,TCEQ
484391062,48_439_1062,1062,DALLAS/FORT WORTH,4,Kennedale Treepoint Drive,5419 Treepoint Drive,32.658889,-97.200278,29-Jun-12,,North Texas Commission
484391065,48_439_1065,1065,DALLAS/FORT WORTH,4,Fort Worth Joe B. Rushing Road,2525 Joe B. Rushing Road,32.6724056,-97.2911778,17-Sep-13,,North Texas Commission
484391503,48_439_1503,1503,DALLAS/FORT WORTH,4,Fort Worth Benbrook Lake,7001 Lakeside Drive,32.646711,-97.442658,1-Oct-13,,North Texas Commission
484392003,48_439_2003,17,DALLAS/FORT WORTH,4,Keller,FAA Site off Alta Vista Road,32.9224736,-97.282088,11-Feb-81,,TCEQ
484393009,48_439_3009,"0070, 0182 ",DALLAS/FORT WORTH,4,Grapevine Fairway,4100 Fairway Dr,32.9842596,-97.0637211,4-Aug-00,,TCEQ
484393010,48_439_3010,,DALLAS/FORT WORTH,4,Stage Coach,8900 West Freeway,32.7392,-97.47033,1-Jan-02,,City of Fort Worth Health Department
484393011,48_439_3011,61,DALLAS/FORT WORTH,4,Arlington Municipal Airport,5504 South Collins Street,32.6563574,-97.0885849,17-Jan-02,,TCEQ
484395007,48_439_5007,5007,DALLAS/FORT WORTH,4,Arlington Airport KGKY,Arlington Municipal Airport,32.663889,-97.095833,22-Jan-03,,National Weather Service
484411509,48_441_1509,1509,ABILENE,3,Abilene North 3rd Street,TBD,32.451011,-99.729799,18-Dec-13,,North Texas Commission
484415015,48_441_5015,5015,ABILENE,3,Abilene KABI,Abilene Regional Airport,32.411389,-99.681944,1-Aug-05,,National Weather Service
484515016,48_451_5016,5016,SAN ANGELO,8,San Angelo KSJT,San Angelo Regional Airport/Mathis Field,31.357778,-100.496389,2-Sep-05,,National Weather Service
484530014,48_453_0014,3,AUSTIN,11,Austin Northwest,3724 North Hills Dr,30.3544356,-97.7602554,1-Jan-79,,TCEQ
484530020,48_453_0020,38,AUSTIN,11,Austin Audubon Society,12200 Lime Creek Rd,30.4831681,-97.8723005,28-Feb-97,,TCEQ
484530021,48_453_0021,171,AUSTIN,11,Austin Webberville Rd,2600B Webberville Rd,30.2632079,-97.7128831,29-Sep-99,,TCEQ
484530326,48_453_0326,326,AUSTIN,11,Zavala Elementary,310 Robert T Martinez Jr Street,30.2583319,-97.7203007,18-Feb-09,,TCEQ
484531026,48_453_1026,1026,AUSTIN,11,Austin 5th Street,2001 East 5th Street,30.259506,-97.7209,4-Sep-14,,TCEQ
484531068,48_453_1068,1068,AUSTIN,11,Austin North Interstate 35,8912 N IH 35 SVRD SB,30.35386,-97.69166,16-Apr-14,,TCEQ
484531603,48_453_1603,1603,AUSTIN,11,Gorzycki Middle School,7412 Slaughter Lane,30.216397,-97.893744,16-Apr-14,,Capitol Area Council of Governments
484535001,48_453_5001,"5001, 5002 ",AUSTIN,11,Camp Mabry KATT,Camp Mabry,30.3136111,-97.7613889,15-Sep-98,,National Weather Service
484535003,48_453_5003,5003,AUSTIN,11,Austin Bergstrom KAUS,Austin Bergstrom International Airport,30.1944444,-97.67,17-Jun-04,,National Weather Service
484655017,48_465_5017,5017,LAREDO,16,Del Rio KDRT,Del Rio International Airport,29.372778,-100.925833,1-Aug-05,,National Weather Service
484690003,48_469_0003,87,CORPUS CHRISTI,14,Victoria,106 Mockingbird Lane,28.8361697,-97.0055298,1-Apr-89,,TCEQ
484690609,48_469_0609,609,CORPUS CHRISTI,14,Inez,559 FM 444 South,28.89962,-96.78513,9-Jul-10,,City of Victoria
484715012,48_471_5012,5012,HOUSTON,12,Huntsville KUTS,Huntsville Municipal Airport,30.755278,-95.587222,1-Aug-05,,National Weather Service
484790016,48_479_0016,"0044, 0144 ",LAREDO,16,Laredo Vidaurri,2020 Vidaurri Ave,27.5174485,-99.5152185,15-Feb-96,,TCEQ
484790017,48_479_0017,"0066, 0173 ",LAREDO,16,Laredo Bridge,700 Zaragosa St,27.5018255,-99.5029843,21-Sep-99,,TCEQ
484790313,48_479_0313,313,LAREDO,16,World Trade Bridge,Mines Road 11601 FM 1472,27.599444,-99.533333,13-Aug-02,,TCEQ
484851508,48_485_1508,1508,ABILENE,3,Wichita Falls MWSU,MWSU grounds,33.849304,-98.506096,19-Dec-13,,North Texas Commission
484910690,48_491_0690,690,AUSTIN,11,CAPCOG Lake Georgetown,500 Lake Overlook Drive,30.6664421,-97.734579,20-Sep-07,,Capitol Area Council of Governments
484916602,48_491_6602,6602,AUSTIN,11,CAPCOG Hutto College Street,200 College Street,30.545706,-97.541794,18-May-11,,Capitol Area Council of Governments
484931038,48_493_1038,1038,SAN ANTONIO,13,Floresville Hospital Boulevard,1404 Hospital Blvd,29.130675,-98.14806,18-Jul-13,,TCEQ
484970088,48_497_0088,88,DALLAS/FORT WORTH,4,Decatur Thompson,301 E Thompson Street,33.221721,-97.584445,6-Oct-10,,North Texas Commission
484971064,48_497_1064,1064,DALLAS/FORT WORTH,4,Rhome Seven Hills Road,639 CR 4651,33.044028,-97.486618,12-Nov-12,,North Texas Commission
800060003,80_006_0003,,,,Zenco,Carretera Pan Americana - Zenith Corp,31.638056,-106.443056,4-Jun-90,,SEMARNAP
800060004,80_006_0004,661,,,CD Juarez Advance,Calle El Cid,31.689722,-106.459722,4-Jun-90,,SEMARNAP
800060005,80_006_0005,,,,Benito Juarez Police Station,Jose Ma Morelos Y Paron,31.654,-106.3545,1-Jul-10,,EPA/OAQPS/MQAG
800060006,80_006_0006,662,,,CD Juarez 20 30 Club,Calle Jose Borunda,31.735556,-106.459722,22-Jul-96,,SEMARNAP
800060007,80_006_0007,663,,,CD Juarez Delphi,Avenida De La Industria,31.712222,-106.395278,28-Feb-95,,SEMARNAP
800060011,80_006_0011,,,,Ninez Mexicana Juarez,Boulevard Zaragoza,31.66127,-106.4542,12-Aug-10,,City of El Paso Environmental Services Department
